"Node1","Node2","Score"
"ENSG00000170312","ENSG00000132646","0.2"
"ENSG00000131759","ENSG00000154229","0.2"
"ENSG00000154229","ENSG00000146648","0.2"
"ENSG00000112062","ENSG00000100393","1"
"ENSG00000097007","ENSG00000177455","0.2"
"ENSG00000113575","ENSG00000141510","0.2"
"ENSG00000106546","ENSG00000109819","0.1"
"ENSG00000169398","ENSG00000082701","0.2"
"ENSG00000100030","ENSG00000169083","0.3"
"ENSG00000171720","ENSG00000169057","0.2"
"ENSG00000091831","ENSG00000100393","0.3"
"ENSG00000082701","ENSG00000065978","0.2"
"ENSG00000091831","ENSG00000176697","0.1"
"ENSG00000113575","ENSG00000107643","0.2"
"ENSG00000049768","ENSG00000140009","0.2"
"ENSG00000132170","ENSG00000171720","0.2"
"ENSG00000080824","ENSG00000196730","0.2"
"ENSG00000049768","ENSG00000154229","0.2"
"ENSG00000065978","ENSG00000154277","0.1"
"ENSG00000133794","ENSG00000067082","0.2"
"ENSG00000096717","ENSG00000100644","0.9"
"ENSG00000106546","ENSG00000105329","0.3"
"ENSG00000125398","ENSG00000067082","0.3"
"ENSG00000125398","ENSG00000123374","0.1"
"ENSG00000113575","ENSG00000123374","0.2"
"ENSG00000141510","ENSG00000100030","0.1"
"ENSG00000136997","ENSG00000170312","0.3"
"ENSG00000105329","ENSG00000232810","0.3"
"ENSG00000065978","ENSG00000171094","0.1"
"ENSG00000121879","ENSG00000120899","0.2"
"ENSG00000186951","ENSG00000004478","0.1"
"ENSG00000114166","ENSG00000170312","0.3"
"ENSG00000039068","ENSG00000080824","0.2"
"ENSG00000091831","ENSG00000196730","0.1"
"ENSG00000113916","ENSG00000169398","0.1"
"ENSG00000232810","ENSG00000132646","0.3"
"ENSG00000146648","ENSG00000132646","0.2"
"ENSG00000100393","ENSG00000136826","0.2"
"ENSG00000207971","ENSG00000141510","0.1"
"ENSG00000106546","ENSG00000141510","0.1"
"ENSG00000168610","ENSG00000154727","0.2"
"ENSG00000186951","ENSG00000242252","0.9"
"ENSG00000197122","ENSG00000100393","0.2"
"ENSG00000049768","ENSG00000175104","0.2"
"ENSG00000159216","ENSG00000112062","0.2"
"ENSG00000146648","ENSG00000004478","0.2"
"ENSG00000131759","ENSG00000186868","0.1"
"ENSG00000154727","ENSG00000087470","0.2"
"ENSG00000171094","ENSG00000197442","0.2"
"ENSG00000136869","ENSG00000174697","0.9"
"ENSG00000097007","ENSG00000136997","0.2"
"ENSG00000164305","ENSG00000141510","0.2"
"ENSG00000105329","ENSG00000100219","0.2"
"ENSG00000107643","ENSG00000197122","0.1"
"ENSG00000141510","ENSG00000039068","0.9"
"ENSG00000170312","ENSG00000165025","0.1"
"ENSG00000082701","ENSG00000169047","0.3"
"ENSG00000135346","ENSG00000106546","0.3"
